objectid,ground_truth,gpt4o_two_stage,gpt4o_one_stage,attributes,provider,qwen35-think-s3_one_stage,qwen35-think-s3_two_stage,error
151982.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
152265.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
152545.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
152820.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
153867.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
154650.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
155361.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
156459.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
156897.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
157084.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
157497.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
158499.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Not Occupied,
158619.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": true, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Not Occupied,Not Occupied,
158770.jpg,Not Occupied,Not Occupied,Not Occupied,,,,,image_missing
158800.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
158800.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
159849.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
160411.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
160420.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
160713.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
160742.jpg,Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
161037.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
161948.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
162005.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
162222.jpg,Not Occupied,Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,,empty decision (finish=length)
162566.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
162826.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Not Occupied,,empty decision (finish=length)
163649.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
163649.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
164129.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
164446.jpg,Not Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": true, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": true, ""major_repairs"": true, ""vehicle_presence"": true}",Morph,Not Occupied,Not Occupied,
165018.jpg,Not Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
165018.jpg,Not Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
165531.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
166048.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
166116.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
166169.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,,empty decision (finish=length)
167154.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
168152.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
168492.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
168595.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169073.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169073.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169394.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169604.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169720.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169720.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169865.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
169908.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Not Occupied,
169940.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
170437.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
170494.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171148.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171445.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171600.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171693.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171756.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
171973.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,,empty decision (finish=length)
173341.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Not Occupied,,empty decision (finish=length)
173772.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
175251.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
175385.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
175679.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
176321.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
176345.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
176352.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
176547.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Not Occupied,,empty decision (finish=length)
177155.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
177888.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
179369.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,,empty decision (finish=length)
179387.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
179524.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
179524.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
180096.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
180096.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
180345.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
180354.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
180445.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
181059.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
181154.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": true, ""vehicle_presence"": true}",Morph,Occupied,Not Occupied,
181699.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": true, ""exterior_debris"": true, ""open_doors_windows"": true, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": true, ""vehicle_presence"": true}",Morph,Not Occupied,Not Occupied,
181699.jpg,Not Occupied,Not Occupied,Not Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": true, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
182026.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": true, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
182113.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
182570.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183335.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183433.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183433.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183651.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183731.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
183731.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
184652.jpg,Occupied,Occupied,Occupied,"{""house_destruction"": false, ""structural_damage"": false, ""exterior_debris"": false, ""open_doors_windows"": false, ""site_accessible"": true, ""exterior_mud"": false, ""emergency_markings"": false, ""major_repairs"": false, ""vehicle_presence"": true}",Morph,Occupied,Occupied,
